Mon Oct 31 19:54:32 +0000 2016,793179369858621440,Botnet #7[netwxrk​.org],GRE-IP flood,30,"77.87.181.63/32
77.87.181.72/32
138.201.187.85/32",80
Mon Oct 31 19:34:38 +0000 2016,793174359506558977,Botnet #22,SYN flood,1200,83.223.73.35/32,80
Mon Oct 31 19:33:08 +0000 2016,793173983629811713,Botnet #22,SYN flood,30,83.223.73.35/32,80
Mon Oct 31 19:32:18 +0000 2016,793173771448356864,Botnet #7[netwxrk​.org],GRE-IP flood,30,138.201.187.85/32,80
Mon Oct 31 19:25:23 +0000 2016,793172032376668160,Botnet #7[netwxrk​.org],GRE-IP flood,15,77.87.180.156/32,80
Mon Oct 31 18:48:09 +0000 2016,793162660300857344,Botnet #22,UDP flood,120,195.22.214.65/32,9987
Mon Oct 31 18:45:55 +0000 2016,793162098096345088,Botnet #22,STOMP flood,20,188.68.37.23/32,25565
Mon Oct 31 18:12:48 +0000 2016,793153767248191488,Botnet #14,ACK flood,3600,41.57.81.30/32,Not found.
Mon Oct 31 18:02:25 +0000 2016,793151152602935296,Botnet #14,ACK flood,180,41.57.81.30/32,Not found.
Mon Oct 31 17:51:55 +0000 2016,793148509813936129,Botnet #14,UDP flood,60,41.57.81.30/32,Not found.
Mon Oct 31 17:25:45 +0000 2016,793141924379127809,Botnet #7[netwxrk​.org],HTTP flood,60,"animeshow​.tv (104.28.17.30/32)
animeshow​.tv (104.28.16.30/32)",80
Mon Oct 31 17:22:48 +0000 2016,793141180821299201,Botnet #7[netwxrk​.org],GRE-IP flood,60,91.235.140.148/32,80
Mon Oct 31 17:20:40 +0000 2016,793140647666524164,Botnet #7[netwxrk​.org],GRE-IP flood,30,167.114.247.53/32,43595
Mon Oct 31 17:16:38 +0000 2016,793139631478992901,Botnet #14,GRE-ETH flood,120,41.57.81.0/24,Not found.
Mon Oct 31 17:05:22 +0000 2016,793136795240296448,Botnet #14,ACK flood,120,41.57.81.30/32,Not found.
Mon Oct 31 17:02:28 +0000 2016,793136065959829504,Botnet #7[netwxrk​.org],STOMP flood,60,167.114.247.53/32,43595
Mon Oct 31 17:00:58 +0000 2016,793135690112462848,Botnet #14,ACK flood,120,41.57.81.0/26,Not found.
Mon Oct 31 16:59:14 +0000 2016,793135253552529409,Botnet #7[netwxrk​.org],GRE-ETH flood,30,167.114.247.53/32,43595
Mon Oct 31 16:56:34 +0000 2016,793134580513513472,Botnet #14,DNS flood,120,smtp1​.lonestarcell​.com (127.0.0.1/32),Not found.
Mon Oct 31 16:52:37 +0000 2016,793133587428147202,Botnet #7[netwxrk​.org],STOMP flood,30,167.114.247.53/32,43595
Mon Oct 31 16:44:14 +0000 2016,793131478171394049,Botnet #14,DNS flood,120,lonestarcell​.com (127.0.0.1/32),Not found.
Mon Oct 31 16:35:16 +0000 2016,793129222160191488,Botnet #7[netwxrk​.org],STOMP flood,30,167.114.252.189/32,43595
Mon Oct 31 16:34:11 +0000 2016,793128948259549188,Botnet #7[netwxrk​.org],GRE-IP flood,30,167.114.252.189/32,43595
Mon Oct 31 15:48:52 +0000 2016,793117542403477504,Botnet #7[netwxrk​.org],HTTP flood,30,www​.kurir​.rs (158.69.39.225/32),80
Mon Oct 31 15:47:59 +0000 2016,793117321107824644,Botnet #7[netwxrk​.org],STOMP flood,30,158.69.39.225/32,80
Mon Oct 31 15:46:48 +0000 2016,793117024436314113,Botnet #7[netwxrk​.org],GRE-IP flood,30,158.69.39.225/32,80
Mon Oct 31 15:25:26 +0000 2016,793111647086837761,Botnet #14,ACK flood,3600,41.57.81.0/24,Not found.
